title,title count,genres,primaryGenre,contentRating,size,numberOfSupported,released,version,price,score,reviews,store
ទុំទាវSK,20,,EDUCATION,4+,54000000,6,08/08/2018,1,0,5,1,google store
(How to) Pronounce,18,"[""Education"",""Utilities""]",Education,4+,13685760,4,15/10/2013,1.5.1,0,4.5,5441,appStore
(Lite Edition) The monkeys who tried to catch the moon -by Rye Studio™,72,"[""Education""]",Education,4+,51513456,10,29/07/2010,4,0,3,327,appStore
[선착순 55%할인] NEW MD VOCA 33000,39,,EDUCATION,4+,8900000,9,20/02/2014,1.2.2,4.56,3,134,google store
中国大学MOOC（慕课）,28,"[""Education""]",Education,4+,187748352,4,30/05/2015,3.7.0,0,5,803,appStore
伴鱼绘本PalFish Grade Reading,33,"[""Education"",""Books""]",Education,4+,57396224,5,02/03/2017,1.6.19,0,5,606,appStore
1-2-3 Potty with Me!,20,"[""Education""]",Education,4+,144785408,2,28/07/2018,1.0.1,0,2.5,13,appStore
10 Minutes a Day Times Tables,29,,EDUCATION,4+,48000000,9,20/12/2013,1.2,0,4,282,google store
101 HR Interview Questions,26,,EDUCATION,4+,2900000,7,20/05/2012,1.0.20,0,4,898,google store
102nd Intelligence Wing,23,,EDUCATION,4+,43000000,7,01/06/2017,2.5.35,0,5,4,google store
123 Draw Kids to Learn Numbers,30,"[""Education"",""Family"",""Games"",""Puzzle""]",Education,4+,160769024,5,06/06/2017,1.2.3,0,4.5,2349,appStore
123 learning games for kids 2+,30,"[""Education"",""Family"",""Puzzle"",""Games""]",Education,4+,132672512,5,28/07/2018,1.6,0,4.5,2467,appStore
123 Toddler games for 2 3 year,30,"[""Education"",""Games""]",Education,4+,82297856,5,27/07/2017,1.7.1,0,4.5,6826,appStore
123 Toddler games for 2+ years,30,"[""Education"",""Games""]",Education,4+,85426176,7,16/05/2017,1.15,0,4.5,5970,appStore
125th Fighter Wing,18,,EDUCATION,4+,42000000,7,01/06/2017,2.5.35,0,5,2,google store
138th Fighter Wing,18,,EDUCATION,4+,46000000,7,06/06/2017,2.5.35,0,5,1,google store
1級FP過去問解説集,24,,EDUCATION,4+,45000000,7,08/07/2017,1.0.5,0,5,2,google store
1st Grade Math Learning Games,29,"[""Education"",""Games"",""Puzzle"",""Family""]",Education,4+,380087296,4,10/11/2011,5.5.3,0,4,2809,appStore
2017 NC EC Conference,21,,EDUCATION,4+,20000000,7,31/08/2015,2.3.5,0,3.5,3,google store
23rd QM BDE Retention,21,,EDUCATION,4+,3900000,7,17/10/2016,1.2,0,4,1,google store
2nd 3rd Grade Math Games,24,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,23761920,4,21/02/2018,1.0.0,0,2,7,appStore
2nd Grade Math Learning Games,29,"[""Education"",""Games"",""Puzzle"",""Family""]",Education,4+,361239552,4,10/11/2011,5.5.8,0,4.5,2532,appStore
2nd grade math.,15,"[""Education"",""Games""]",Education,4+,11603968,5,11/11/2012,2.2,0,3,53,appStore
3級FP過去問解説集,24,,EDUCATION,4+,36000000,7,08/07/2017,1.0.10,0,4,3,google store
3D Brain,8,"[""Education"",""Medical""]",Education,12+,72869888,7,20/09/2009,1.3.2,0,3.5,9959,appStore
3rd 4th 5th grade learning games tools for kids,47,"[""Education"",""Games"",""Family""]",Education,4+,155998208,5,06/01/2017,1,0,3.5,26,appStore
3rd Grade Math Games for Kids,29,"[""Education"",""Games"",""Puzzle"",""Family""]",Education,4+,363166720,4,31/08/2011,5.5.2,0,4,3844,appStore
4kidz Profes,12,,EDUCATION,12+,25000000,7,19/08/2016,2.2.2,0,4,2,google store
4th Grade Grammar - English grammar exercises fun game by ClassK12 [Lite],73,"[""Education"",""Word"",""Games"",""Family""]",Education,4+,110082048,6,27/01/2016,1,0,3.5,29,appStore
4th Grade Math Games for Kids,29,"[""Education"",""Games"",""Puzzle"",""Family""]",Education,4+,379851776,4,03/03/2012,5.5.2,0,4,2532,appStore
4th Grade Math Lite,19,"[""Education"",""Games"",""Family""]",Education,4+,29652992,4,27/07/2015,1.2,0,3,6,appStore
"5th Grade Friendzy - Reading, Algebra, Science",46,"[""Education""]",Education,4+,96368640,6,19/04/2013,2.1,0,4,441,appStore
5th Grade Math Problem Solver,29,"[""Education"",""Puzzle"",""Family"",""Games""]",Education,4+,368418816,4,22/05/2012,5.5.1,0,4,1215,appStore
A to Z Birds Name (Birds Name and Birds Spelling),49,,EDUCATION,4+,2200000,7,13/12/2018,1,0,5,2,google store
A+,2,"[""Education"",""Business""]",Education,4+,2151476,10,04/10/2008,3.3,0,2.5,1710,appStore
A+ Spelling Bee English Words,29,"[""Education"",""Games"",""Word"",""Family""]",Education,4+,37093376,4,02/11/2013,9,0,4,1034,appStore
A+ Spelling Test,16,"[""Education"",""Games""]",Education,4+,20521984,5,15/02/2012,5,0,4,584,appStore
AÖF Ev İdaresi 2. Sınıf,27,,EDUCATION,4+,25000000,7,03/11/2013,5,0,3.5,2,google store
墨墨背单词 | 四六级考研等英语词汇记忆,54,"[""Education"",""Books""]",Education,4+,130786304,5,13/07/2014,3.4.7,0,5,1866,appStore
凯叔讲故事,15,"[""Education"",""Lifestyle""]",Education,4+,130254848,5,02/09/2016,5.2.0,0,5,745,appStore
"AB Math lite, games for kids",28,"[""Education"",""Games"",""Family""]",Education,4+,82626560,4,01/03/2011,7.2.3,0,4,2377,appStore
ABA English - Learn English,27,"[""Education"",""Entertainment""]",Education,4+,185066496,4,05/05/2014,3.9.1,0,4.5,9251,appStore
ABC Alphabet Phonics - Preschool Game for Kids,46,"[""Education"",""Family"",""Games""]",Education,4+,31132672,5,21/01/2011,4,0,4,3422,appStore
ABC Animal Toddler Adventures,29,"[""Education"",""Games"",""Family""]",Education,4+,96877568,4,30/03/2012,1.25,0,4.5,10137,appStore
ABC Circus-Baby Learning Games,30,"[""Education"",""Puzzle"",""Games"",""Trivia""]",Education,4+,626739200,5,12/05/2012,4,0,4,2064,appStore
ABC Flashcards - First Words,28,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,90487808,3,28/11/2013,8,0,4,604,appStore
ABC for kids Alphabet games to,30,"[""Education"",""Family"",""Games"",""Puzzle""]",Education,4+,241303552,5,22/03/2018,1.0.3,0,4.5,3997,appStore
ABC Games for Kids-EduKittyABC,30,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,52447232,7,24/07/2013,3.51,0,4,4991,appStore
ABC MAGIC PHONICS-Learning Sounds and Letters,45,"[""Education"",""Games"",""Family""]",Education,4+,89718784,5,30/11/2010,4.2,0,4.5,3204,appStore
ABC Tracing from Dave and Ava,29,"[""Education"",""Word"",""Games"",""Family""]",Education,4+,320416768,3,19/10/2017,1.0.2,0,4,1207,appStore
ABCmouse.com,12,"[""Education"",""Entertainment""]",Education,4+,491550720,5,14/12/2012,7.9,0,4.5,96426,appStore
ABCya Games,11,"[""Education"",""Games""]",Education,4+,17347584,5,29/04/2016,1.0.32,0,4.5,2139,appStore
Aceable – Driving School App,30,"[""Education"",""Lifestyle""]",Education,12+,113255424,4,24/04/2014,1.66,0,5,20373,appStore
Aceable Defensive Driving,25,"[""Education""]",Education,12+,110316544,4,29/12/2014,1.66,0,5,4017,appStore
千聊－和知识做朋友,27,"[""Education""]",Education,12+,76835840,5,26/05/2016,4.0.3,0,2.5,6,appStore
ACLP Events,11,"[""Education""]",Education,4+,90659840,4,27/10/2018,1,0,3.5,6,appStore
ACT Up - ACT Test Prep and Tutoring,35,"[""Education"",""Reference""]",Education,4+,39788544,5,19/06/2014,3.2.0,0,4.5,2688,appStore
"ACT: Practice,Prep,Flashcards",29,"[""Education"",""Reference""]",Education,4+,47673344,4,06/11/2014,1.6.7,0,5,1451,appStore
AE 나의 첫 토익 영단어,30,"[""Education"",""Books""]",Education,4+,168148992,8,28/07/2010,1.7,0,2,12,appStore
AE 잘 풀리는 TOEFL VOCA,27,"[""Education"",""Books""]",Education,4+,273960960,8,27/07/2010,1.7,0,3,8,appStore
AE 잘 풀리는 TOEIC VOCA,27,"[""Education"",""Books""]",Education,4+,184590336,8,28/07/2010,1.7,0,2.5,5,appStore
Aeries Mobile Portal,20,"[""Education""]",Education,4+,52857856,4,11/11/2017,2.0.3,0,1.5,2157,appStore
AG ACNP Acute Care NP Flashcards,32,,EDUCATION,4+,3600000,7,09/07/2018,1,0,5,0,google store
AGNP: Adult-Gero Exam Prep,26,"[""Education"",""Medical""]",Education,17+,164874240,3,11/01/2018,6.8.4625,0,5,496,appStore
Air Conditioner Repair Guide,28,,EDUCATION,4+,7100000,7,08/02/2018,4,0,4,48,google store
Al Quran-ul-Kareem,18,,EDUCATION,4+,4600000,9,16/08/2013,1.3,0,4.5,228,google store
Alef Bet - Hebrew Flashcards,28,"[""Education"",""Reference""]",Education,4+,1027072,5,27/04/2010,1.3.0,0.99,3.5,23,appStore
Algebra Touch,13,"[""Education""]",Education,4+,7667712,6,03/08/2010,2.2.11,0,4.5,1756,appStore
All Ears English Listening,26,"[""Education"",""Business""]",Education,4+,101140480,3,14/01/2018,1.3,0,5,593,appStore
Alphabet Zoo,12,"[""Education"",""Games""]",Education,4+,30931407,7,27/01/2011,1.5,0,3,234,appStore
Amateur Radio Exam Prep Free:  General,38,"[""Education"",""Lifestyle""]",Education,4+,17498112,8,04/02/2009,2.9,0,4,538,appStore
Amateur Radio Exam Prep:  Extra,31,"[""Education"",""Lifestyle""]",Education,4+,19667968,5,03/12/2008,2.9.1,5.99,5,414,appStore
Amateur Radio Exam Prep:  General,33,"[""Education"",""Lifestyle""]",Education,4+,17657856,8,02/12/2008,2.9,4.99,5,556,appStore
American English Audio Shtooka,30,"[""Education"",""Reference""]",Education,12+,45552043,10,10/02/2010,1.3,0,2,14,appStore
Ancient Jerusalem in VR,23,"[""Education"",""Entertainment""]",Education,4+,113991680,5,03/01/2017,1.4,1.99,2,8,appStore
Android Interview questions,27,,EDUCATION,4+,1700000,6,03/07/2018,1,0,5,2,google store
Android Studio Pro: Learn Android App Development,49,,EDUCATION,4+,5000000,6,25/08/2018,2.9.9,0,4,50,google store
Anima ID,8,"[""Education"",""Utilities""]",Education,4+,930770,10,21/12/2010,1.9,0,3,9,appStore
Animal and Tool Flashcards for Babies or Toddlers,49,"[""Education"",""Games"",""Family""]",Education,4+,44604416,5,08/06/2011,3.0.0,0,4.5,7034,appStore
Animal games for 2 3 year olds,30,"[""Education"",""Games""]",Education,4+,91079680,7,05/07/2017,1.41,0,4.5,3075,appStore
AnkiMobile Flashcards,21,"[""Education"",""Productivity""]",Education,4+,23948288,4,27/05/2010,2.0.44,24.99,4,1020,appStore
百词斩-背单词、学英语必备,37,"[""Education"",""Books""]",Education,4+,108398592,5,25/09/2012,6.2.22,0,5,1632,appStore
AP Biology Practice & Prep,26,"[""Education"",""Reference""]",Education,4+,35956736,4,06/02/2015,1.6.6,0,5,387,appStore
"AP Biology Prep: Practice Tests, Flashcards",43,,EDUCATION,4+,5400000,7,27/01/2016,1.6.7.1,0,4.5,29,google store
AP Calculus BC: Practice Tests and Flashcards,45,,EDUCATION,4+,5400000,7,06/05/2016,1.6.7.1,0,3.5,1,google store
AP Psychology Prep: Practice Tests and Flashcards,49,,EDUCATION,4+,5400000,7,15/02/2016,1.6.7.1,0,4.5,78,google store
Ap Sglein,9,,EDUCATION,4+,3100000,7,02/12/2015,1,0,1,0,google store
AP Spanish Exam Prep,20,,EDUCATION,4+,451000,10,17/03/2014,1.2,3.99,2,1,google store
AP® Guide,10,,EDUCATION,4+,2100000,7,17/07/2017,1.3,0,5,3,google store
AppyBuilder Companion Gold,26,,EDUCATION,4+,8000000,7,11/12/2016,5.05,0,4,135,google store
Aprende Inglés con Wlingua,27,"[""Education"",""Reference""]",Education,4+,6917120,5,24/05/2012,1.94,0,5,2291,appStore
Aquarium VR,11,"[""Education"",""Entertainment""]",Education,9+,90268672,6,10/11/2015,1,0,3,45,appStore
AR Book Search - Accelerated Reader,35,,EDUCATION,4+,6600000,6,07/08/2018,1.0.0,0.99,4,7,google store
AR measure ruler meter GRuler,29,"[""Education"",""Utilities""]",Education,4+,74288128,2,23/09/2017,4.7,0,3,6,appStore
Arabic Alphabet,15,"[""Education"",""Family"",""Games"",""Trivia""]",Education,4+,61902848,3,15/03/2010,6.5,0,4.5,1787,appStore
Archaeologist Ice Age Dinosaur,30,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,75563008,4,12/06/2014,1.5.4,0,4.5,3240,appStore
Archaeologist: Jurassic Life,28,"[""Education"",""Adventure"",""Games"",""Family""]",Education,4+,92170240,4,08/08/2013,2,0,4.5,4692,appStore
Area Calculator,15,,EDUCATION,4+,2500000,7,28/08/2017,9.99,0,4,13,google store
Arizona DMV Permit Test - AZ,28,,EDUCATION,4+,7600000,5,18/03/2015,6.0.5,0,4,31,google store
Articulation Station,20,"[""Education""]",Education,4+,611344384,4,17/11/2011,2.6.2,0,4,1157,appStore
Artie's World,13,"[""Education"",""Family"",""Games"",""Adventure""]",Education,4+,250091520,6,07/12/2016,3.12,0,3.5,34,appStore
ASGE GI Leap,12,,EDUCATION,4+,23000000,5,07/12/2018,2.2,0,5,0,google store
ASL Dictionary,14,"[""Education"",""Entertainment""]",Education,4+,162021376,4,08/02/2010,4.5,4.99,4.5,1808,appStore
ASL Dictionary Sign Language,28,"[""Education"",""Reference""]",Education,4+,554842112,2,18/12/2013,4.3,7.99,5,2034,appStore
ASL Fingerspelling by MemoryGap,31,"[""Education""]",Education,4+,19828736,5,11/12/2015,1.2,0,3.5,17,appStore
ASL video dictionary,20,"[""Education"",""Reference""]",Education,4+,6585344,6,13/10/2016,1,0,1,6,appStore
ASL Word of the Day,19,"[""Education"",""Productivity""]",Education,4+,12541952,2,05/09/2018,1,0,3.5,7,appStore
ASL- American Sign Language Learn,33,"[""Education""]",Education,4+,27983872,5,19/01/2017,1,0,3,17,appStore
"Assemblr - Make 3D, Show in AR",30,"[""Education"",""Games"",""Simulation"",""Family""]",Education,4+,234563584,4,20/09/2017,2.502,0,3.5,105,appStore
AST Study Guide 3rd Edition,27,"[""Education"",""Medical""]",Education,17+,9584640,2,30/12/2013,2.1.5,49.99,2,13,appStore
ASVAB Practice For Dummies,26,"[""Education"",""Reference""]",Education,4+,120587264,3,02/12/2009,6.6.4564,0,4.5,3319,appStore
Athan: Prayer Times & Quran,27,"[""Education"",""Utilities""]",Education,4+,150623232,4,05/03/2012,5.6.5,0,4.5,13880,appStore
ATI RN Mentor - NCLEX Prep,26,"[""Education"",""Medical""]",Education,12+,15052800,5,04/05/2010,3.1.1,0,3.5,328,appStore
AtlasMission Educational Games,30,"[""Education"",""Family"",""Games"",""Adventure""]",Education,4+,1595581440,3,22/12/2016,1.98,0,5,344,appStore
AU Spark,8,,EDUCATION,4+,8200000,6,15/06/2015,5.07,0,3.5,239,google store
AU Students Zone.,17,,EDUCATION,4+,1600000,7,04/03/2016,1,0,4,121,google store
圣经-多版本对照,22,"[""Education"",""Books""]",Education,4+,134085632,4,26/01/2013,2.6.3,0,5,1039,appStore
圣经-英文朗读、中英文对照,37,"[""Education"",""Business""]",Education,4+,547694592,7,04/07/2016,2,0,3.5,7,appStore
看图猜成语,15,"[""Education"",""Games"",""Puzzle"",""Arcade""]",Education,4+,103241728,5,05/04/2013,5.62,0,5,1313,appStore
"Audio Class Notes Free - Record, Share, and Tag School Lectures",63,"[""Education"",""Productivity""]",Education,4+,12083200,6,01/09/2010,5.0.4,0,3.5,149,appStore
AutoMath Photo Calculator,25,,EDUCATION,4+,32000000,7,29/11/2014,2.94,0,3.5,13223,google store
网易云课堂 - 我的职业课堂,36,"[""Education""]",Education,17+,256678912,4,22/06/2014,6.5.0,0,5,564,appStore
B-CC High School,16,"[""Education""]",Education,12+,15654912,6,07/08/2015,1.1,0,3.5,9,appStore
Babbel – Learn French,23,"[""Education"",""Travel""]",Education,4+,155157504,4,22/12/2011,20.11.0,0,4.5,2126,appStore
Babbel – Learn Languages,26,"[""Education"",""Travel""]",Education,4+,182907904,4,11/06/2014,20.11.0,0,4.5,26352,appStore
Babbel – Learn Spanish,24,"[""Education"",""Travel""]",Education,4+,154797056,4,21/12/2011,20.11.0,0,4.5,3389,appStore
Baby coloring book for kids 2+,30,"[""Education"",""Family"",""Games"",""Simulation""]",Education,4+,105820160,5,21/07/2016,1.76,0,4.5,8895,appStore
Baby Flash Cards : 500+ Words,29,"[""Education"",""Games"",""Family""]",Education,4+,50472960,5,29/06/2010,4.1,0,3.5,1942,appStore
"Baby games for 2,3,4 year olds",30,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,96393216,5,24/09/2015,2.66,0,4.5,4080,appStore
Baby games for one year olds.,29,"[""Education"",""Family"",""Games""]",Education,4+,103748608,5,25/06/2011,2.2.2,0,4.5,3976,appStore
Baby games!,11,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,22245376,5,09/12/2018,1,0,5,498,appStore
Baby phone for kids & toddlers,30,"[""Education"",""Family"",""Games"",""Simulation""]",Education,4+,98571264,5,18/05/2017,1.65,0,4,2613,appStore
Baby piano for kids & toddlers,30,"[""Education"",""Family"",""Music"",""Games""]",Education,4+,109455360,5,06/08/2015,3.9,0,4.5,5361,appStore
Baby School (Japanese+English) Voice Flash Cards,48,"[""Education"",""Music""]",Education,4+,61332480,5,15/04/2011,1.6,1.99,3,5,appStore
Baby TV Legacy app,18,"[""Education"",""Entertainment""]",Education,4+,220716032,4,22/05/2011,4.3.3,0,4.5,1733,appStore
Baby Videos by BabyFirst,24,"[""Education"",""Entertainment""]",Education,4+,160880640,4,15/04/2011,4.2.55,0,4.5,10672,appStore
BabySparks - Development App,28,"[""Education"",""Health & Fitness""]",Education,4+,108477440,3,14/08/2014,2.2.26,0,4.5,6178,appStore
BabyTV Video: Kids TV & Songs,29,"[""Education"",""Entertainment""]",Education,4+,215873536,4,22/05/2011,5.3.5,0,4,2839,appStore
Bajar Música Y Vídeos A Mi Celular Gratis Guides,50,,EDUCATION,4+,13000000,7,04/06/2018,1.4,0,4,470,google store
Bakaláři - oficiální aplikace,33,,EDUCATION,4+,7200000,7,22/10/2014,1.11.11,0,3.5,3478,google store
Bake Shop-BabyBus,17,"[""Education"",""Role Playing"",""Family"",""Games""]",Education,4+,312909824,6,22/06/2017,9.21.1002,0,3.5,26,appStore
Balloon Animals.,16,"[""Education"",""Games""]",Education,4+,36305860,10,29/07/2010,3.2.0,0,3,682,appStore
Bamba Burger,12,"[""Education"",""Games"",""Family""]",Education,4+,207688704,5,25/11/2012,1.4.12,0,4,539,appStore
Bar Review,10,"[""Education"",""Reference""]",Education,4+,10980352,4,18/12/2009,7.4.0,0,4,1568,appStore
BAU Mobile App,14,"[""Education""]",Education,4+,19714048,4,03/05/2016,2.1,0,2,15,appStore
Bb District by Blackboard,25,"[""Education"",""Reference""]",Education,4+,24589856,5,30/08/2011,5.2.000,0,4,1416,appStore+google store
BC Navigator,12,,EDUCATION,4+,36000000,7,05/10/2016,4.1,0,4,15,google store
BD Sim All Offers 2018,22,,EDUCATION,4+,2900000,7,05/05/2018,1.5,0,4.5,22,google store
Be-be-bears: Painting for kids,30,"[""Education"",""Games"",""Board"",""Family""]",Education,4+,340233216,5,18/12/2017,1.0.0.2,0,4.5,3319,appStore
BEAKER - Mix Chemicals,22,,EDUCATION,4+,47000000,7,05/10/2015,23,0,4,4354,google store
Becker’s CPA Exam Review,26,"[""Education"",""Productivity""]",Education,4+,52730880,4,17/01/2017,18.12.2,0,4.5,2045,appStore
Belajar Alif Ba Ta,18,,EDUCATION,4+,32000000,9,15/09/2016,1.2,0,4.5,17,google store
Betsan a Roco yn y Pentref,26,Education,EDUCATION,4+,62000000,10,24/03/2016,1.1,0,5,1,google store
Bible App for Kids,18,"[""Education"",""Books""]",Education,4+,75970560,5,28/11/2013,2.20.1,0,5,15176,appStore
Bible Trivia Quiz - No Ads - Bible Study,40,"[""Education"",""Trivia"",""Games"",""Puzzle""]",Education,4+,12655616,4,15/04/2013,1.9.1,0,4.5,3662,appStore
Big Math Flash Cards,20,"[""Education"",""Family"",""Games"",""Card""]",Education,4+,3479552,5,05/11/2014,2.2,0,4,5425,appStore
BioPrep - 100% Free AP Biology Prep,35,"[""Education"",""Productivity""]",Education,4+,11104256,6,25/04/2015,1.0.1,0,4.5,1748,appStore
Birthday Party -BabyBus,23,"[""Education"",""Role Playing"",""Games"",""Family""]",Education,4+,167955456,6,04/12/2015,9.21.1000,0,3.5,48,appStore
Bismillah Say Mushkilat ka Hal,30,,EDUCATION,4+,3600000,7,10/11/2015,1.1,0,4.5,72,google store
Bitsboard Flashcards & Games,28,"[""Education"",""Games"",""Family"",""Word""]",Education,4+,175844352,4,19/10/2012,33.1,0,4.5,2840,appStore
BK Alphabet,11,"[""Education""]",Education,4+,8868283,10,16/12/2009,1,0,3,45,appStore
Blackboard,10,"[""Education"",""Productivity""]",Education,4+,217027584,4,16/01/2015,3.1,0,4.5,135173,appStore
Blackboard Communications HQ,28,,EDUCATION,4+,26000000,4,28/09/2011,5.5.0,0,3.5,9,google store
Blinkist: Books in 15 minutes,29,"[""Education"",""Books""]",Education,12+,366289920,3,13/11/2013,4.9.0,0,4.5,12109,appStore
Bloomz: For Teachers & Schools,30,"[""Education"",""Social Networking""]",Education,4+,126044160,5,01/09/2013,2.57,0,4.5,3991,appStore
Bloxels Builder,15,"[""Education"",""Arcade"",""Games""]",Education,4+,230835200,4,14/01/2016,1.4.11,0,4,737,appStore
Bo's Matching Game,18,Brain Games,EDUCATION,4+,19000000,7,29/11/2012,1.4,0.99,5,0,google store
Bookshelf,9,"[""Education"",""Books""]",Education,4+,184764416,3,15/09/2010,4.5,0,4,12795,appStore
BrainHQ,7,"[""Education"",""Health & Fitness""]",Education,4+,115939328,4,10/12/2012,6.11,0,4.5,6357,appStore
Brainly Homework Help & Solver,30,"[""Education"",""Social Networking""]",Education,4+,70064128,3,28/11/2013,4.8.1,0,4.5,3847,appStore
BrainPOP Featured Movie,23,"[""Education""]",Education,4+,17544192,5,01/04/2010,3.1.9,0,4.5,41624,appStore
BrainPOP Jr. Movie of the Week,30,"[""Education""]",Education,4+,19460096,5,25/06/2012,2.0.15,0,4.5,6130,appStore
Brainscape - Smart Flashcards,29,"[""Education"",""Productivity""]",Education,4+,67479552,4,15/07/2011,3.20180808,0,4.5,10190,appStore
Brainwell Mind Brain Training,29,"[""Education"",""Lifestyle""]",Education,4+,536826880,6,21/05/2015,1.4.11,0,4,2740,appStore
Bright - English for beginners,30,"[""Education"",""Lifestyle""]",Education,4+,111064064,3,04/09/2017,1.5.4,0,4.5,14419,appStore
Brightspace Pulse,17,"[""Education""]",Education,4+,64464896,3,21/08/2015,1.1812.856,0,4.5,12468,appStore
brightwheel,11,"[""Education"",""Social Networking""]",Education,4+,104609792,3,25/08/2014,3.9.3,0,4.5,1909,appStore
"Brilliant – solve, learn, grow",32,"[""Education"",""Reference""]",Education,4+,115974144,3,19/06/2015,3.3,0,4.5,2436,appStore
BSC,3,,EDUCATION,4+,14000000,7,05/04/2017,3.1,0,4,6,google store
BTK-FH Online Campus,20,,EDUCATION,4+,5800000,7,06/11/2015,1.7.9,0,5,1,google store
BU Mobile,9,,EDUCATION,4+,4800000,7,01/08/2013,2.4.2,0,4.5,67,google store
BU Study,8,,EDUCATION,4+,5600000,7,07/12/2017,1,0,5,4,google store
Buddha Quotes - Daily Buddhism,30,"[""Education"",""Books""]",Education,12+,72662016,5,07/01/2014,2.2.4,0,5,3483,appStore
Bugs and Buttons,16,"[""Education"",""Games"",""Family""]",Education,4+,207313920,4,14/11/2011,1.9,2.99,4,1152,appStore
busuu - Language Learning,25,"[""Education"",""Travel""]",Education,4+,152853504,3,21/09/2010,18.0.1,0,4.5,57155,appStore
busuu - Learn to speak French,29,"[""Education"",""Travel""]",Education,4+,147279872,3,17/09/2010,18.0.0,0,4.5,2458,appStore
busuu - Learn to speak Spanish,30,"[""Education"",""Travel""]",Education,4+,146853888,3,17/09/2010,18.0.0,0,4.5,1856,appStore
C Compiler,10,,EDUCATION,4+,6200000,7,04/01/2017,1.1.0,0,3.5,226,google store
C Pattern Programs Free,23,,EDUCATION,4+,7200000,7,01/05/2013,7.2.1,0,4.5,1775,google store
C Programming,13,,EDUCATION,4+,2900000,7,03/05/2015,2.3,0,4.5,692,google store
C Programming - 200+ Offline Tutorial and Examples,50,,EDUCATION,4+,11000000,7,31/12/2017,1.2.48beta,0,4.5,96,google store
C Programming (1000+ programs with explanation),47,,EDUCATION,4+,5400000,7,31/07/2018,10,0,4.5,27,google store
c.g.tech,8,,EDUCATION,4+,13000000,7,03/10/2018,1,0,5,3,google store
C/C++ Program Compiler,22,"[""Education"",""Utilities""]",Education,4+,36113408,4,10/10/2016,2.0.2,0,3.5,42,appStore
C++,3,"[""Education""]",Education,4+,7543808,7,27/03/2013,1.5,1.99,2,16,appStore
CA DMV EXAMEN EN ESPAÑOL 2018,30,,EDUCATION,4+,6500000,6,19/12/2016,5.0.1,0,3.5,74,google store
CA Foundation/CACPT,19,,EDUCATION,4+,9300000,7,13/11/2014,2.6.0,0,4,102,google store
Calculator ∞,14,"[""Education"",""Utilities""]",Education,4+,94400512,5,16/09/2011,5,4.99,4.5,1905,appStore
California DMV Test,19,"[""Education"",""Reference""]",Education,4+,77362176,4,15/04/2011,4.1,0,4.5,4552,appStore
Cambly - English Teacher,24,"[""Education"",""Travel""]",Education,4+,121063424,4,09/10/2012,5.1.10,0,4.5,2907,appStore
Campus Parent,13,"[""Education"",""Productivity""]",Education,4+,10934272,4,22/09/2018,1.1.3,0,2,183,appStore
Campus Student,14,"[""Education"",""Productivity""]",Education,4+,10954752,4,22/09/2018,1.1.3,0,2.5,745,appStore
Canvas Parent,13,"[""Education"",""Productivity""]",Education,4+,95575040,2,04/09/2016,2.0.5,0,4,9005,appStore
Canvas Student,14,"[""Education"",""Productivity""]",Education,4+,102440960,2,08/12/2011,6.4.3,0,4.5,615070,appStore
Canvas Teacher,14,"[""Education"",""Productivity""]",Education,4+,87232512,2,21/07/2017,1.7.1,0,4.5,12973,appStore
Capitals And States,19,"[""Education"",""Reference""]",Education,4+,14877609,9,04/05/2013,1.1,0,4.5,1752,appStore
Catholic Game,13,"[""Education"",""Trivia"",""Games""]",Education,4+,110531584,3,08/08/2010,8,0,2.5,103,appStore
CBT Nuggets,11,"[""Education""]",Education,4+,66537472,4,25/09/2012,5.5.5,0,4.5,1741,appStore
CCRN Critical Care RN Review,28,,EDUCATION,4+,20000000,5,10/10/2017,5.44.4025,0,4.5,0,google store
Ceramah KH Anwar Zahid Terbaru,30,,EDUCATION,4+,3400000,7,07/06/2016,1.2,0,4.5,43,google store
Ceramah KH. Yazid Bustomi Lengkap,33,,EDUCATION,4+,3000000,7,01/12/2018,1,0,5,0,google store
cg guruji,9,,EDUCATION,4+,4100000,9,14/11/2017,7.2,0,4.5,85,google store
CG Study,8,,EDUCATION,4+,4400000,7,04/04/2017,2,0,4,6,google store
CG VYAPAM JOB NEWS,18,,EDUCATION,4+,1900000,5,10/12/2018,1,0,5,3,google store
CH Radio,8,,EDUCATION,4+,1500000,7,22/08/2018,1,0,5,1,google store
Chegg eReader,13,"[""Education"",""Books""]",Education,4+,165139456,3,22/05/2017,4.4,0,4.5,3176,appStore
Chegg Study - Homework Help,27,"[""Education""]",Education,4+,245284864,3,10/08/2010,3.9.1,0,4.5,29116,appStore
Childrens Countdown Timer,25,"[""Education"",""Utilities""]",Education,4+,69954560,4,14/08/2012,3.2.2,0,4.5,4029,appStore
Chineasy Cards,14,"[""Education"",""Reference""]",Education,4+,312458240,2,14/02/2018,1.11,0,5,4114,appStore
Chinese Words (F),17,,EDUCATION,4+,4900000,10,08/04/2012,1.1,0.99,5,1,google store
